,stock_id
2459,6255
2460,6255
2461,6257
2462,6257
2463,6259
2464,6261
2465,6263
2466,6264
2467,6265
2468,6266
2469,6269
2470,6269
2471,6270
2472,6271
2473,6271
2474,6274
2475,6275
2476,6275
2477,6276
2478,6277
2479,6277
2480,6278
2481,6278
2482,6279
2483,6280
2484,6281
2485,6281
2486,6282
2487,6282
2488,6283
2489,6283
2490,6284
2491,6285
2492,6285
2493,6286
2494,6286
2495,6287
2496,6288
2497,6289
2498,6289
2499,6290
2500,6291
2501,6292
2502,6294
2503,6404
2504,6405
2505,6405
2506,6409
2507,6409
2508,6411
2509,6412
2510,6412
2511,6414
2512,6414
2513,6415
2514,6415
2515,6416
2516,6416
2517,6417
2518,6418
2519,6419
2520,6422
2521,6422
2522,6425
2523,6426
2524,6426
2525,6426
2526,6431
2527,6431
2528,6431
2529,6431
2530,6432
2531,6435
2532,6438
2533,6438
2534,6438
2535,6441
2536,6442
2537,6442
2538,6443
2539,6443
2540,6446
2541,6446
2542,6446
2543,6449
2544,6449
2545,6451
2546,6451
2547,6452
2548,6452
2549,6456
2550,6456
2551,6457
2552,6461
2553,6462
2554,6464
2555,6465
2556,6469
2557,6470
2558,6472
2559,6472
2560,6472
2561,6477
2562,6477
2563,6482
2564,6485
2565,6486
2566,6488
2567,6491
2568,6491
2569,6492
2570,6494
2571,6496
2572,6497
2573,6499
2574,6504
2575,6505
2576,6506
2577,6506
2578,6508
2579,6509
2580,6510
2581,6512
2582,6514
2583,6515
2584,6515
2585,6516
2586,6517
2587,6523
2588,6525
2589,6525
2590,6526
2591,6526
2592,6527
2593,6530
2594,6531
2595,6531
2596,6532
2597,6533
2598,6533
2599,6534
2600,6535
2601,6538
2602,6541
2603,6541
2604,6542
2605,6546
2606,6547
2607,6548
2608,6550
2609,6550
2610,6552
2611,6552
2612,6556
2613,6558
2614,6558
2615,6560
2616,6561
2617,6568
2618,6569
2619,6570
2620,6573
2621,6573
2622,6574
2623,6576
2624,6577
2625,6578
2626,6579
2627,6579
2628,6581
2629,6581
2630,6582
2631,6584
2632,6585
2633,6588
2634,6589
2635,6590
2636,6591
2637,6591
2638,6592
2639,6592A
2640,6592B
2641,6593
2642,6594
2643,6596
2644,6598
2645,6598
2646,6603
2647,6605
2648,6606
2649,6609
2650,6612
2651,6613
2652,6615
2653,6616
2654,6616
2655,6624
2656,6624
2657,6625
2658,6629
2659,6629
2660,6640
2661,6641
2662,6641
2663,6642
2664,6643
2665,6645
2666,6649
2667,6651
2668,6654
2669,6655
2670,6657
2671,6657
2672,6658
2673,6658
2674,6661
2675,6662
2676,6664
2677,6666
2678,6666
2679,6667
2680,6668
2681,6668
2682,6669
2683,6669
2684,6670
2685,6670
2686,6671
2687,6671
2688,6672
2689,6672
2690,6674
2691,6674
2692,6679
2693,6680
2694,6683
2695,6684
2696,6689
2697,6689
2698,6689
2699,6690
2700,6690
2701,6691
2702,6691
2703,6692
2704,6693
2705,6695
2706,6695
2707,6697
2708,6698
2709,6698
2710,6702
2711,6703
2712,6706
2713,6706
2714,6708
2715,6712
2716,6715
2717,6715
2718,6716
2719,6719
2720,6719
2721,6721
2722,6727
2723,6728
2724,6728
2725,6732
2726,6733
2727,6735
2728,6741
2729,6741
2730,6742
2731,6742
2732,6743
2733,6743
2734,6747
2735,6751
2736,6752
2737,6753
2738,6754
2739,6754
2740,6756
2741,6756
2742,6757
2743,6761
2744,6762
2745,6763
2746,6763
2747,6767
2748,6768
2749,6768
2750,6770
2751,6770
2752,6776
2753,6776
2754,6781
2755,6781
2756,6782
2757,6782
2758,6785
2759,6788
2760,6789
2761,6789
2762,6790
2763,6791
2764,6792
2765,6792
2766,6796
2767,6796
2768,6799
2769,6799
2770,6803
2771,6803
2772,6804
2773,6804
2774,6805
2775,6805
2776,6806
2777,6806
2778,6807
2779,6807
2780,6811
2781,6811
2782,6821
2783,6823
2784,6829
2785,6830
2786,6830
2787,6834
2788,6834
2789,6835
2790,6835
2791,6840
2792,6841
2793,6843
2794,6844
2795,6846
2796,6854
2797,6854
2798,6855
2799,6856
2800,6859
2801,6861
2802,6861
2803,6863
2804,6863
2805,6865
2806,6869
2807,6869
2808,6870
2809,6873
2810,6873
2811,6874
2812,6877
2813,6894
2814,6895
2815,6901
2816,6902
2817,6904
2818,6906
2819,6916
2820,6916
2821,6922
2822,6933
2823,6933
2824,6937
2825,6937
2826,6949
2827,708785
2828,709403
2829,709966
2830,709972
2831,709983
2832,709985
2833,709994
2834,710499
2835,710502
2836,710505
2837,710509
2838,710510
2839,710516
2840,710533
2841,710534
2842,710553
2843,710560
2844,710561
2845,710566
2846,710569
2847,710575
2848,710590
2849,711126
2850,711127
2851,711131
2852,711132
2853,711133
2854,711134
2855,711135
2856,711137
2857,711139
2858,711140
2859,711141
2860,711145
2861,73107P
2862,73193P
2863,7402
2864,7556
2865,8008
2866,8008
2867,8011
2868,8011
2869,8016
2870,8016
2871,8021
2872,8021
2873,8024
2874,8027
2875,8028
2876,8028
2877,8032
2878,8033
2879,8034
2880,8038
2881,8039
2882,8039
2883,8040
2884,8042
2885,8043
2886,8044
2887,8044
2888,8046
2889,8046
2890,8047
2891,8048
2892,8049
2893,8050
2894,8054
2895,8059
2896,8064
2897,8066
2898,8066
2899,8067
2900,8068
2901,8069
2902,8070
2903,8070
2904,8071
2905,8072
2906,8072
2907,8074
2908,8076
2909,8077
2910,8077
2911,8078
2912,8078
2913,8080
2914,8080
2915,8081
2916,8081
2917,8083
2918,8084
2919,8085
2920,8086
2921,8087
2922,8087
2923,8088
2924,8089
2925,8091
2926,8092
2927,8093
2928,8096
2929,8097
2930,8099
2931,8101
2932,8101
2933,8103
2934,8103
2935,8104
2936,8104
2937,8105
2938,8105
2939,8107
2940,8109
2941,8110
2942,8110
2943,8111
2944,8112
2945,8112
2946,8112A
2947,8112A
2948,8114
2949,8114
2950,8121
2951,8131
2952,8131
2953,8147
2954,8150
2955,8150
2956,8155
2957,8162
2958,8163
2959,8163
2960,8171
2961,8171
2962,8176
2963,8182
2964,8183
2965,8199
2966,8199
2967,8201
2968,8201
2969,8210
2970,8210
2971,8213
2972,8213
2973,8215
2974,8215
2975,8222
2976,8227
2977,8234
2978,8240
2979,8249
2980,8249
2981,8255
2982,8261
2983,8261
2984,8271
2985,8271
2986,8277
2987,8279
2988,8284
2989,8289
2990,8291
2991,8299
2992,8341
2993,8341
2994,8342
2995,8349
2996,8349A
2997,8354
2998,8354
2999,8358
3000,8367
3001,8374
3002,8383
3003,8390
3004,8390
3005,8401
3006,8403
3007,8404
3008,8406
3009,8409
3010,8410
3011,8411
3012,8415
3013,8416
3014,8418
3015,8420
3016,8420
3017,8421
3018,8422
3019,8422
3020,8423
3021,8423
3022,8424
3023,8426
3024,8427
3025,8429
3026,8431
3027,8432
3028,8433
3029,8433
3030,8435
3031,8436
3032,8437
3033,8438
3034,8438
3035,8440
3036,8440
3037,8442
3038,8443
3039,8444
3040,8446
3041,8450
3042,8454
3043,8454
3044,8455
3045,8462
3046,8462
3047,8462
3048,8463
3049,8464
3050,8464
3051,8466
3052,8467
3053,8467
3054,8472
3055,8472
3056,8473
3057,8473
3058,8476
3059,8476
3060,8476
3061,8477
3062,8477
3063,8478
3064,8478
3065,8480
3066,8481
3067,8482
3068,8482
3069,8488
3070,8489
3071,8489
3072,8497
3073,8499
3074,8499
3075,8499
3076,8905
3077,8906
3078,8908
3079,8916
3080,8916A
3081,8917
3082,8921
3083,8923
3084,8924
3085,8924
3086,8926
3087,8927
3088,8928
3089,8928
3090,8929
3091,8930
3092,8931
3093,8932
3094,8933
3095,8933
3096,8934
3097,8935
3098,8936
3099,8937
3100,8938
3101,8938
3102,8940
3103,8940
3104,8941
3105,8941
3106,8942
3107,8996
3108,910069
3109,9101
3110,9102
3111,9103
3112,910322
3113,9104
3114,910482
3115,9105
3116,910579
3117,9106
3118,910708
3119,910801
3120,910861
3121,910948
3122,9110
3123,911201
3124,911602
3125,911606
3126,911608
3127,911609
3128,911610
3129,911611
3130,911612
3131,911616
3132,911619
3133,911622
3134,911626
3135,911868
3136,912000
3137,912398
3138,9136
3139,913889
3140,9151
3141,9157
3142,916665
3143,9188
3144,9801
3145,9802
3146,9802
3147,9902
3148,9904
3149,9904
3150,9905
3151,9906
3152,9907
3153,9908
3154,9910
3155,9910
3156,9911
3157,9911
3158,9912
3159,9912
3160,9914
3161,9914
3162,9915
3163,9917
3164,9918
3165,9919
3166,9921
3167,9921
3168,9922
3169,9924
3170,9924
3171,9925
3172,9926
3173,9927
3174,9928
3175,9929
3176,9930
3177,9930
3178,9931
3179,9933
3180,9934
3181,9934
3182,9935
3183,9935
3184,9937
3185,9938
3186,9939
3187,9940
3188,9941
3189,9941A
3190,9942
3191,9943
3192,9943
3193,9944
3194,9945
3195,9946
3196,9949
3197,9950
3198,9951
3199,9955
3200,9955
3201,9958
3202,9960
3203,9960
3204,9962
3205,Automobile
3206,BiotechnologyMedicalCare
3207,BuildingMaterialConstruction
3208,Cement
3209,Chemical
3210,ChemicalBiotechnologyMedicalCare
3211,CommunicationsInternet
3212,ComputerPeripheralEquipment
3213,ElectricalCable
3214,ElectricMachinery
3215,Electronic
3216,ElectronicPartsComponents
3217,ElectronicProductsDistribution
3218,FinancialInsurance
3219,Food
3220,GlassCeramic
3221,InformationService
3222,IronSteel
3223,OilGasElectricity
3224,Optoelectronic
3225,Other
3226,OtherElectronic
3227,PaperPulp
3228,Plastics
3229,Rubber
3230,Semiconductor
3231,ShippingTransportation
3232,TAIEX
3233,Textiles
3234,Tourism
3235,TPEx
3236,TradingConsumersGoods
