,stock_id
578,1716
579,1716
580,1717
581,1717
582,1718
583,1718
584,1720
585,1720
586,1721
587,1721
588,1722
589,1722
590,1723
591,1723
592,1724
593,1724
594,1725
595,1725
596,1726
597,1726
598,1727
599,1727
600,1729
601,1729
602,1730
603,1730
604,1731
605,1731
606,1732
607,1732
608,1733
609,1733
610,1734
611,1734
612,1735
613,1735
614,1736
615,1736
616,1736
617,1737
618,1742
619,1752
620,1752
621,1760
622,1760
623,1762
624,1762
625,1773
626,1773
627,1776
628,1776
629,1777
630,1781
631,1783
632,1783
633,1784
634,1785
635,1786
636,1786
637,1788
638,1789
639,1789
640,1795
641,1795
642,1796
643,1799
644,1802
645,1805
646,1806
647,1808
648,1809
649,1810
650,1813
651,1815
652,1817
653,1902
654,1903
655,1904
656,1905
657,1906
658,1907
659,1909
660,2002
661,2002A
662,2006
663,2007
664,2008
665,2009
666,2010
667,2012
668,2013
669,2014
670,2015
671,2017
672,2020
673,2022
674,2023
675,2024
676,2025
677,2027
678,2028
679,2029
680,2030
681,2031
682,2032
683,2033
684,2034
685,2035
686,2038
687,2049
688,2059
689,2059
690,2061
691,2062
692,2062
693,2063
694,2064
695,2065
696,2066
697,2067
698,2069
699,2070
700,2073
701,2101
702,2102
703,2103
704,2104
705,2105
706,2106
707,2107
708,2108
709,2109
710,2114
711,2115
712,2201
713,2204
714,2206
715,2207
716,2208
717,2211
718,2221
719,2227
720,2228
721,2230
722,2231
723,2233
724,2235
725,2236
726,2239
727,2241
728,2241
729,2243
730,2247
731,2250
732,2254
733,2258
734,2301
735,2301
736,2302
737,2302
738,2303
739,2303
740,2305
741,2305
742,2308
743,2308
744,2311
745,2311
746,2312
747,2312
748,2313
749,2313
750,2314
751,2314
752,2315
753,2315
754,2316
755,2316
756,2317
757,2317
758,2321
759,2321
760,2323
761,2323
762,2324
763,2324
764,2325
765,2325
766,2327
767,2327
768,2328
769,2328
770,2329
771,2329
772,2330
773,2330
774,2331
775,2331
776,2332
777,2332
778,2336
779,2336
780,2337
781,2337
782,2338
783,2338
784,2340
785,2340
786,2340
787,2341
788,2341
789,2342
790,2342
791,2344
792,2344
793,2345
794,2345
795,2347
796,2347
797,2348
798,2348A
799,2349
800,2349
801,2350
802,2350
803,2351
804,2351
805,2352
806,2352
807,2353
808,2353
809,2354
810,2354
811,2355
812,2355
813,2356
814,2356
815,2357
816,2357
817,2358
818,2359
819,2359
820,2360
821,2360
822,2361
823,2361
824,2362
825,2362
826,2363
827,2363
828,2364
829,2364
830,2365
831,2365
832,2367
833,2367
834,2368
835,2368
836,2369
837,2369
838,2371
839,2373
840,2373
841,2374
842,2374
843,2375
844,2375
845,2376
846,2376
847,2377
848,2377
849,2379
850,2379
851,2380
852,2380
853,2381
854,2381
855,2382
856,2382
857,2383
858,2383
859,2384
860,2384
861,2385
862,2385
863,2387
864,2387
865,2388
866,2388
867,2390
868,2390
869,2391
870,2391
871,2392
872,2392
873,2393
874,2393
875,2395
876,2395
877,2396
878,2396
879,2397
880,2397
881,2399
882,2399
883,2401
884,2401
885,2402
886,2402
887,2403
888,2403
889,2404
890,2404
891,2405
892,2405
893,2406
894,2406
895,2408
896,2408
897,2409
898,2409
899,2411
900,2411
901,2412
902,2412
903,2413
904,2413
905,2414
906,2414
907,2415
908,2415
909,2417
910,2417
911,2418
912,2419
913,2419
914,2420
915,2420
916,2421
917,2421
918,2423
919,2423
920,2424
921,2424
922,2424
923,2425
924,2425
925,2426
926,2426
927,2427
928,2427
929,2428
930,2428
931,2429
932,2429
933,2429
934,2430
935,2430
936,2431
937,2431
938,2432
939,2432
940,2432
941,2433
942,2433
943,2434
944,2434
945,2436
946,2436
947,2437
948,2437
949,2438
950,2438
951,2439
952,2439
953,2440
954,2440
955,2441
956,2441
957,2442
958,2442
959,2442
960,2443
961,2444
962,2444
963,2446
964,2446
965,2447
966,2447
967,2448
968,2448
969,2449
970,2449
971,2450
972,2450
973,2451
974,2451
975,2452
976,2452
977,2453
978,2453
979,2454
980,2454
981,2455
982,2455
983,2456
984,2456
985,2457
986,2457
987,2458
988,2458
989,2459
990,2459
991,2459
992,2460
993,2460
994,2461
995,2461
996,2462
997,2462
998,2463
999,2463
1000,2464
1001,2464
1002,2465
1003,2465
1004,2466
1005,2466
1006,2467
1007,2467
1008,2468
1009,2468
1010,2469
1011,2469
1012,2471
1013,2471
1014,2472
1015,2472
1016,2473
1017,2473
1018,2474
1019,2474
1020,2475
1021,2475
1022,2476
1023,2476
1024,2477
1025,2477
1026,2478
1027,2478
1028,2479
1029,2480
1030,2480
1031,2481
1032,2481
1033,2482
1034,2482
1035,2483
1036,2483
1037,2484
1038,2484
1039,2485
1040,2485
1041,2486
1042,2486
1043,2488
1044,2488
1045,2489
1046,2489
1047,2491
1048,2491
1049,2492
1050,2492
1051,2493
1052,2493
1053,2494
1054,2494
1055,2495
1056,2495
1057,2495
1058,2496
1059,2497
1060,2498
1061,2498
1062,2499
1063,2499
1064,2501
1065,2504
1066,2505
1067,2506
1068,2509
1069,2511
1070,2514
1071,2515
1072,2516
1073,2520
1074,2524
1075,2526
1076,2527
1077,2528
1078,2530
1079,2534
1080,2535
1081,2536
1082,2537
1083,2538
1084,2539
1085,2540
1086,2542
1087,2543
1088,2545
1089,2546
1090,2547
1091,2548
1092,2596
1093,2597
1094,2601
1095,2603
1096,2605
1097,2606
1098,2607
1099,2608
1100,2609
1101,2610
1102,2611
1103,2612
1104,2613
1105,2614
1106,2614
1107,2615
1108,2616
1109,2617
1110,2618
1111,2630
1112,2633
1113,2634
1114,2636
1115,2637
1116,2640
1117,2640
1118,2641
1119,2642
1120,2643
1121,2645
1122,2701
1123,2701
1124,2702
1125,2702
1126,2704
1127,2704
1128,2705
1129,2705
1130,2706
1131,2706
1132,2707
1133,2707
1134,2712
1135,2712
1136,2718
1137,2718
1138,2718
1139,2719
1140,2719
1141,2722
1142,2722
1143,2723
1144,2723
1145,2724
1146,2724
1147,2726
1148,2726
1149,2727
1150,2727
1151,2729
1152,2729
1153,2731
1154,2731
1155,2732
1156,2732
1157,2734
1158,2734
1159,2736
1160,2736
1161,2739
1162,2739
1163,2740
1164,2740
1165,2743
1166,2743
1167,2745
1168,2745
1169,2748
1170,2748
1171,2752
1172,2752
1173,2753
1174,2753
1175,2754
1176,2754
1177,2755
1178,2755
1179,2756
1180,2756
1181,2762
1182,2801
1183,2807
1184,2809
1185,2812
1186,2816
1187,2820
1188,2823
1189,2827
1190,2831
1191,2832
1192,2833
1193,2833A
1194,2834
1195,2836
1196,2836A
1197,2837
1198,2838
1199,2838A
1200,2841
1201,2845
1202,2847
1203,2849
1204,2850
1205,2851
1206,2852
1207,2854
1208,2855
1209,2856
1210,2867
1211,2880
1212,2881
1213,2881A
1214,2881B
1215,2881C
1216,2882
1217,2882A
1218,2882B
1219,2883
1220,2883A
1221,2883B
1222,2884
1223,2885
1224,2886
1225,2887
1226,2887C
1227,2887E
1228,2887F
1229,2887Z1
1230,2888
1231,2888A
1232,2888B
1233,2889
1234,2890
1235,2891
1236,2891A
1237,2891B
1238,2891C
1239,2892
1240,2897
1241,2897A
1242,2901
1243,2903
1244,2904
1245,2905
1246,2906
1247,2908
1248,2910
1249,2911
1250,2912
1251,2913
1252,2915
1253,2916
1254,2916
1255,2923
1256,2924
1257,2924
1258,2926
1259,2928
1260,2929
1261,2936
1262,2937
1263,2937
1264,2939
1265,2945
1266,2947
1267,2947
1268,2948
1269,2949
1270,3002
1271,3002
1272,3003
1273,3003
1274,3004
1275,3005
1276,3005
1277,3006
1278,3006
1279,3007
1280,3008
1281,3008
1282,3009
1283,3009
1284,3010
1285,3010
1286,3011
1287,3011
1288,3013
1289,3013
1290,3014
1291,3014
1292,3015
1293,3015
1294,3016
1295,3016
1296,3017
1297,3017
1298,3018
1299,3018
1300,3019
1301,3019
1302,3020
1303,3020
1304,3021
1305,3021
1306,3022
1307,3022
1308,3023
1309,3023
1310,3024
1311,3024
1312,3025
1313,3025
1314,3026
1315,3026
1316,3027
1317,3027
1318,3028
1319,3028
1320,3029
1321,3029
1322,3030
1323,3030
1324,3031
1325,3031
1326,3032
1327,3032
1328,3033
1329,3033
1330,3034
1331,3034
1332,3035
1333,3035
1334,3036
1335,3036
1336,3036A
1337,3036A
1338,3037
1339,3037
1340,3038
1341,3038
1342,3040
1343,3041
1344,3041
1345,3042
1346,3042
1347,3043
1348,3043
1349,3044
1350,3044
1351,3045
1352,3045
1353,3046
1354,3046
1355,3047
1356,3047
1357,3048
1358,3048
1359,3049
1360,3049
1361,3050
1362,3050
1363,3051
1364,3051
1365,3052
1366,3053
1367,3053
1368,3054
1369,3054
1370,3054
1371,3055
1372,3055
1373,3056
1374,3057
1375,3057
1376,3058
1377,3058
1378,3059
1379,3059
1380,3060
1381,3060
1382,3061
1383,3061
1384,3062
1385,3062
1386,3063
1387,3063
1388,3064
1389,3066
1390,3067
1391,3071
1392,3073
1393,3073
1394,3078
1395,3080
1396,3080
1397,3081
1398,3083
1399,3085
1400,3085
1401,3086
1402,3088
1403,3089
1404,3090
1405,3090
1406,3092
1407,3092
1408,3092
1409,3093
1410,3094
1411,3094
1412,3095
1413,3105
1414,3114
1415,3115
1416,3118
1417,3122
1418,3128
1419,3130
1420,3130
1421,3130
1422,3131
1423,3138
1424,3138
1425,3141
1426,3142
1427,3144
1428,3147
1429,3149
1430,3149
1431,3152
1432,3162
1433,3163
1434,3164
1435,3164
1436,3167
1437,3169
1438,3171
1439,3171
1440,3176
1441,3178
1442,3178
1443,3188
1444,3189
1445,3189
1446,3191
1447,3202
1448,3205
1449,3206
1450,3207
1451,3209
1452,3209
1453,3211
1454,3213
1455,3214
1456,3217
1457,3218
1458,3219
1459,3219
1460,3221
1461,3224
1462,3226
1463,3227
1464,3228
1465,3229
1466,3229
1467,3230
1468,3231
1469,3231
1470,3232
1471,3234
1472,3236
1473,3252
1474,3252
1475,3257
1476,3257
1477,3259
1478,3260
1479,3264
1480,3265
1481,3266
1482,3268
1483,3271
1484,3271
1485,3272
1486,3276
1487,3284
1488,3285
1489,3287
1490,3288
1491,3289
1492,3290
1493,3293
1494,3294
1495,3296
1496,3296
1497,3297
1498,3303
1499,3305
1500,3305
1501,3306
1502,3308
1503,3308
1504,3310
1505,3311
1506,3311
1507,3312
1508,3312
1509,3313
1510,3313
1511,3315
1512,3315
1513,3317
1514,3321
1515,3321
1516,3322
1517,3323
1518,3324
1519,3325
1520,3332
1521,3338
1522,3338
1523,3339
1524,3346
1525,3349
1526,3354
1527,3356
1528,3356
1529,3357
1530,3360
1531,3362
1532,3363
1533,3367
1534,3367
1535,3372
1536,3373
1537,3374
1538,3376
1539,3376
1540,3379
1541,3380
1542,3380
1543,3383
1544,3383
1545,3388
1546,3390
1547,3402
1548,3406
1549,3406
1550,3413
1551,3413
1552,3416
1553,3416
1554,3419
1555,3419
1556,3426
1557,3430
1558,3432
1559,3432
1560,3434
1561,3437
1562,3437
1563,3438
1564,3441
1565,3443
1566,3443
1567,3444
1568,3447
1569,3447
1570,3450
1571,3450
1572,3450
1573,3454
1574,3454
1575,3455
1576,3465
1577,3466
1578,3474
1579,3474
1580,3479
1581,3481
1582,3481
1583,3483
1584,3484
1585,3489
1586,3490
1587,3491
1588,3492
1589,3494
1590,3494
1591,3498
1592,3499
1593,3501
1594,3501
1595,3504
1596,3504
1597,3508
1598,3511
1599,3512
1600,3512
1601,3514
1602,3514
1603,3515
1604,3515
1605,3516
1606,3518
1607,3518
1608,3519
1609,3519
1610,3520
1611,3521
1612,3522
1613,3522
1614,3523
1615,3526
1616,3527
1617,3528
1618,3528
1619,3529
1620,3530
1621,3530
1622,3531
1623,3532
1624,3532
1625,3533
1626,3533
1627,3534
1628,3534
1629,3535
1630,3535
1631,3536
1632,3536
1633,3537
1634,3540
1635,3541
1636,3543
1637,3543
1638,3545
1639,3545
1640,3546
1641,3548
1642,3550
1643,3550
1644,3551
1645,3551
1646,3552
1647,3555
1648,3556
1649,3557
1650,3557
1651,3558
1652,3559
1653,3559
1654,3561
1655,3561
1656,3563
1657,3563
1658,3564
1659,3567
1660,3570
1661,3573
1662,3573
1663,3576
1664,3576
1665,3577
1666,3579
1667,3579
1668,3580
1669,3581
1670,3583
1671,3583
1672,3584
1673,3584
1674,3587
1675,3588
1676,3588
1677,3591
1678,3591
1679,3592
1680,3592
1681,3593
1682,3593
1683,3594
1684,3596
1685,3596
1686,3597
1687,3598
1688,3598
1689,3599
1690,3599
1691,3605
1692,3605
1693,3607
1694,3607
1695,3609
1696,3611
1697,3614
1698,3614
1699,3615
1700,3617
1701,3617
1702,3622
1703,3622
1704,3623
1705,3624
1706,3625
1707,3628
1708,3629
1709,3629
1710,3630
1711,3631
1712,3632
1713,3638
1714,3638
1715,3642
1716,3645
1717,3645
1718,3646
1719,3652
1720,3652
1721,3652
1722,3653
1723,3653
1724,3661
1725,3661
1726,3663
1727,3664
1728,3665
1729,3665
1730,3666
1731,3669
1732,3669
1733,3669
1734,3672
1735,3673
1736,3673
1737,3675
1738,3679
1739,3679
1740,3680
1741,3682
1742,3682
1743,3684
1744,3685
1745,3685
1746,3686
1747,3686
1748,3687
1749,3687
1750,3687
1751,3689
1752,3691
1753,3693
1754,3694
1755,3694
1756,3697
1757,3697
1758,3698
1759,3698
1760,3701
1761,3701
1762,3702
1763,3702
1764,3702A
1765,3702A
1766,3703
1767,3704
1768,3704
1769,3705
1770,3705
1771,3706
1772,3706
1773,3707
1774,3708
1775,3708
1776,3708
1777,3709
1778,3710
1779,3711
1780,3711
1781,3712
1782,3712
1783,3713
1784,3713
1785,3714
1786,3714
1787,3715
1788,3715
1789,4102
1790,4104
1791,4104
1792,4105
1793,4106
1794,4106
1795,4107
1796,4108
1797,4108
1798,4109
1799,4111
1800,4113
1801,4114
1802,4116
1803,4119
1804,4119
1805,4120
1806,4121
1807,4123
1808,4126
1809,4127
1810,4128
1811,4129
1812,4129A
1813,4130
1814,4131
1815,4133
1816,4133
1817,4137
1818,4137
1819,4138
1820,4139
1821,4141
1822,4141
1823,4142
1824,4142
1825,4144
1826,4144
1827,4147
1828,4148
1829,4148
1830,4152
1831,4153
1832,4154
1833,4154
1834,4155
1835,4155
1836,4157
1837,4160
1838,4161
1839,4162
1840,4163
1841,4164
1842,4164
1843,4167
1844,4168
1845,4171
1846,4173
1847,4174
1848,4175
1849,4183
1850,4188
1851,4190
1852,4190
1853,4192
1854,4198
1855,4205
1856,4207
1857,4303
1858,4304
1859,4305
1860,4306
1861,4401
1862,4402
1863,4406
1864,4413
1865,4414
1866,4416
1867,4417
1868,4419
1869,4420
1870,4426
1871,4429
1872,4430
1873,4432
1874,4433
1875,4438
1876,4439
1877,4440
1878,4442
1879,4502
1880,4503
1881,4506
1882,4510
1883,4513
1884,4523
1885,4526
1886,4527
1887,4528
1888,4529
1889,4530
1890,4530
1891,4532
1892,4533
1893,4534
1894,4535
1895,4536
1896,4536
1897,4538
1898,4540
1899,4541
1900,4542
1901,4543
1902,4545
1903,4545
1904,4549
1905,4550
1906,4551
1907,4552
1908,4554
1909,4555
1910,4556
1911,4557
1912,4558
1913,4560
1914,4561
1915,4562
1916,4563
1917,4564
1918,4566
1919,4568
1920,4569
1921,4571
1922,4572
1923,4576
1924,4577
1925,4580
1926,4581
1927,4583
1928,4584
1929,4588
1930,4588
1931,4609
1932,4609
1933,4702
1934,4702
1935,4706
1936,4707
1937,4711
1938,4712
1939,4714
1940,4716
1941,4720
1942,4720
1943,4721
1944,4722
1945,4722
1946,4725
1947,4725
1948,4726
1949,4728
1950,4729
1951,4733
1952,4733
1953,4735
1954,4736
1955,4736
1956,4736
1957,4737
1958,4737
1959,4739
1960,4739
1961,4741
1962,4743
1963,4744
1964,4745
1965,4746
1966,4746
1967,4747
1968,4754
1969,4755
1970,4755
1971,4760
1972,4763
1973,4763
1974,4764
1975,4764
1976,4766
1977,4766
1978,4767
1979,4768
1980,4770
1981,4770
1982,4771
1983,4771
1984,4803
1985,4804
1986,4804
1987,4806
1988,4807
1989,4903
1990,4904
1991,4904
1992,4905
1993,4906
1994,4906
1995,4907
1996,4908
1997,4909
1998,4911
1999,4912
2000,4912
2001,4915
2002,4915
2003,4916
2004,4916
2005,4919
2006,4919
2007,4923
2008,4924
2009,4927
2010,4927
2011,4930
2012,4931
2013,4933
2014,4934
2015,4934
2016,4935
2017,4935
2018,4938
2019,4938
2020,4939
2021,4942
2022,4942
2023,4943
2024,4943
2025,4944
2026,4945
2027,4946
2028,4950
2029,4951
2030,4952
2031,4952
2032,4953
2033,4956
2034,4956
2035,4958
2036,4958
2037,4960
2038,4960
2039,4961
2040,4961
2041,4966
2042,4967
2043,4967
2044,4968
2045,4968
2046,4971
2047,4972
2048,4973
2049,4974
2050,4976
2051,4976
2052,4977
2053,4977
2054,4979
2055,4984
2056,4984
2057,4987
2058,4989
2059,4989
2060,4991
2061,4994
2062,4994
2063,4995
2064,4999
2065,4999
2066,5007
2067,5009
2068,5011
2069,5013
2070,5014
2071,5015
2072,5016
2073,5102
2074,5201
2075,5202
2076,5203
2077,5203
2078,5205
2079,5205
2080,5206
2081,5209
2082,5209
2083,5210
2084,5211
2085,5212
2086,5213
2087,5215
2088,5215
2089,5220
2090,5222
2091,5222
2092,5223
2093,5225
2094,5225
2095,5227
2096,5228
2097,5230
2098,5234
2099,5234
2100,5236
2101,5243
2102,5243
2103,5244
2104,5244
2105,5245
2106,5251
2107,5258
2108,5258
2109,5259
2110,5259
2111,5263
2112,5264
2113,5264
2114,5269
2115,5269
2116,5272
2117,5274
2118,5276
2119,5278
2120,5278
2121,5280
2122,5280
2123,5281
2124,5283
2125,5284
2126,5285
2127,5285
2128,5287
2129,5287
2130,5288
2131,5289
2132,5291
2133,5292
2134,5299
2135,5301
2136,5301
2137,5302
2138,5304
2139,5305
2140,5305
2141,5306
2142,5306
2143,5309
2144,5310
2145,5312
2146,5314
2147,5315
2148,5321
2149,5321
2150,5321
2151,5324
2152,5328
2153,5340
2154,5344
2155,5345
2156,5345
2157,5347
2158,5348
2159,5349
2160,5351
2161,5353
2162,5355
2163,5356
2164,5364
2165,5364
2166,5371
2167,5381
2168,5383
2169,5386
2170,5388
2171,5388
2172,5392
2173,5398
2174,5403
2175,5410
2176,5425
2177,5426
2178,5432
2179,5434
2180,5434
2181,5438
2182,5439
2183,5443
2184,5450
2185,5450
2186,5452
2187,5455
2188,5457
2189,5460
2190,5464
2191,5465
2192,5468
2193,5469
2194,5469
2195,5471
2196,5471
2197,5474
2198,5475
2199,5478
2200,5481
2201,5481
2202,5483
2203,5484
2204,5484
2205,5487
2206,5488
2207,5489
2208,5490
2209,5493
2210,5498
2211,5508
2212,5511
2213,5512
2214,5514
2215,5515
2216,5516
2217,5519
2218,5520
2219,5521
2220,5522
2221,5523
2222,5525
2223,5529
2224,5530
2225,5531
2226,5533
2227,5534
2228,5536
2229,5538
2230,5543
2231,5546
2232,5548
2233,5601
2234,5603
2235,5604
2236,5604
2237,5607
2238,5608
2239,5609
2240,5701
2241,5701
2242,5703
2243,5703
2244,5704
2245,5704
2246,5706
2247,5706
2248,5820
2249,5854
2250,5864
2251,5871
2252,5871A
2253,5876
2254,5878
2255,5880
2256,5902
2257,5902
2258,5903
2259,5903
2260,5904
2261,5904
2262,5905
2263,5905
2264,5906
2265,5907
2266,6004
2267,6005
2268,6012
2269,6015
2270,6016
2271,6020
2272,6021
2273,6023
2274,6024
2275,6026
2276,6101
2277,6103
2278,6104
2279,6108
2280,6108
2281,6109
2282,6111
2283,6112
2284,6112
2285,6113
2286,6114
2287,6115
2288,6115
2289,6116
2290,6116
2291,6117
2292,6117
2293,6118
2294,6119
2295,6119
2296,6120
2297,6120
2298,6121
2299,6122
2300,6123
2301,6123
2302,6124
2303,6125
2304,6126
2305,6127
2306,6128
2307,6128
2308,6129
2309,6130
2310,6131
2311,6131
2312,6133
2313,6133
2314,6134
2315,6136
2316,6136
2317,6138
2318,6139
2319,6139
2320,6140
2321,6141
2322,6141
2323,6142
2324,6142
2325,6143
2326,6144
2327,6145
2328,6145
2329,6146
2330,6147
2331,6148
2332,6150
2333,6151
2334,6152
2335,6152
2336,6153
2337,6153
2338,6154
2339,6155
2340,6155
2341,6156
2342,6158
2343,6160
2344,6161
2345,6163
2346,6164
2347,6164
2348,6165
2349,6165
2350,6165
2351,6165
2352,6166
2353,6166
2354,6167
2355,6168
2356,6168
2357,6169
2358,6170
2359,6171
2360,6172
2361,6172
2362,6173
2363,6174
2364,6175
2365,6176
2366,6176
2367,6177
2368,6179
2369,6180
2370,6182
2371,6183
2372,6183
2373,6184
2374,6185
2375,6186
2376,6187
2377,6188
2378,6189
2379,6189
2380,6190
2381,6191
2382,6191
2383,6192
2384,6192
2385,6194
2386,6195
2387,6195
2388,6196
2389,6196
2390,6197
2391,6197
2392,6198
2393,6199
2394,6201
2395,6201
2396,6202
2397,6202
2398,6203
2399,6204
2400,6205
2401,6205
2402,6206
2403,6206
2404,6207
2405,6208
2406,6209
2407,6209
2408,6210
2409,6212
2410,6213
2411,6213
2412,6214
2413,6214
2414,6215
2415,6215
2416,6216
2417,6216
2418,6217
2419,6218
2420,6219
2421,6220
2422,6221
2423,6222
2424,6223
2425,6224
2426,6224
2427,6225
2428,6225
2429,6226
2430,6226
2431,6227
2432,6228
2433,6229
2434,6230
2435,6230
2436,6231
2437,6233
2438,6234
2439,6235
2440,6235
2441,6236
2442,6237
2443,6238
2444,6239
2445,6239
2446,6240
2447,6240
2448,6241
2449,6242
2450,6243
2451,6243
2452,6244
2453,6245
2454,6246
2455,6247
2456,6248
2457,6251
2458,6251
