date,open,close
2011-04-19,23.5,23.7
2011-04-20,24.2,24.35
2011-04-21,24.45,24.45
2011-04-22,24.5,24.5
2011-04-25,24.9,25.95
2011-04-26,25.95,26
2011-04-27,26.3,25.85
2011-04-28,26,25.1
2011-04-29,25.1,24.25
2011-05-03,24.9,24.45
2011-05-04,24.6,25.5
2011-05-05,25.5,25.8
2011-05-06,26.3,25.8
2011-05-09,26.4,26.55
2011-05-10,26.55,26.4
2011-05-11,26.6,25.85
2011-05-12,26.2,25.9
2011-05-13,26.1,25.35
2011-05-16,25.5,25.25
2011-05-17,25.25,25.35
2011-05-18,25.35,25.4
2011-05-19,25.4,24.9
2011-05-23,24.5,24.3
2011-05-24,24.2,24.15
2011-05-25,24.15,23.35
2011-05-26,23.5,24.2
2011-05-27,24.2,24.3
2011-05-30,24,24.4
2011-05-31,24.55,24.95
2011-06-01,24.95,24.65
2011-06-02,24.4,24
2011-06-03,24.1,23.7
2011-06-07,23.55,23.65
2011-06-08,23.65,23.5
2011-06-09,23.5,23.35
2011-06-10,23.45,23
2011-06-13,22.85,22.75
2011-06-14,22.85,22.45
2011-06-15,22.5,22.1
2011-06-16,21.9,21
2011-06-17,21,21.2
2011-06-20,21.3,21.1
2011-06-21,21.3,21.3
2011-06-22,21.6,21.4
2011-06-23,21.6,21.15
2011-06-24,21.4,21.35
2011-06-27,21.35,21.5
2011-06-28,21.7,21.5
2011-06-29,21.8,21.6
2011-06-30,21.65,21.8
2011-07-01,21.95,21.75
2011-07-04,21.9,21.4
2011-07-05,21.3,21.15
2011-07-06,21.15,20.8
2011-07-07,20.8,21.05
2011-07-08,21.05,20.75
2011-07-11,20.75,20.85
2011-07-12,20.7,20.25
2011-07-13,20.25,19.4
2011-07-14,19.5,18.35
2011-07-15,18.5,19.6
2011-07-18,19.9,19.75
2011-07-19,19.9,19.4
2011-07-20,19.6,19.55
2011-07-21,19.55,19.15
2011-07-22,19.2,19.05
2011-07-25,19,18.8
2011-07-26,18.8,18.8
2011-07-27,18.85,18.85
2011-07-28,18.7,18.6
2011-07-29,18.5,18.4
2011-08-01,18.6,18.2
2011-08-02,18.1,18.35
2011-08-03,18.1,18.05
2011-08-04,18.05,17.9
2011-08-05,16.8,16.65
2011-08-08,16.35,15.5
2011-08-09,14.45,15.7
2011-08-10,16.55,16.75
2011-08-11,16.2,16.35
2011-08-12,16.9,16.5
2011-08-15,17,16.85
2011-08-16,17,16.8
2011-08-17,17,16.8
2011-08-18,16.95,16.4
2011-08-19,16.05,15.85
2011-08-22,15.9,15.85
2011-08-23,16.3,16.8
2011-08-24,16.9,16.8
2011-08-25,17.1,16.6
2011-08-26,16.7,16.45
2011-08-29,16.55,16.65
2011-08-30,16.1,15.55
2011-08-31,15.35,15.55
2011-09-01,15.6,16.05
2011-09-02,16.4,16.5
2011-09-05,16.3,16.05
2011-09-06,15.6,15.2
2011-09-07,15.6,15.8
2011-09-08,16,16.1
2011-09-09,16.1,16.45
2011-09-13,16.45,16.25
2011-09-14,16.5,16.1
2011-09-15,16.6,16.95
2011-09-16,17.3,16.85
2011-09-19,16.7,16.5
2011-09-20,16.5,16.2
2011-09-21,16.25,16.4
2011-09-22,13.4,13.2
2011-09-23,12.6,12.3
2011-09-26,12.3,11.45
2011-09-27,11.65,11.6
2011-09-29,11.5,11.75
2011-09-30,12,11.95
2011-10-03,11.8,11.35
2011-10-04,11.05,11.15
2011-10-05,11.3,11.2
2011-10-06,11.4,11.45
2011-10-07,11.75,11.65
2011-10-11,11.85,12
2011-10-12,11.95,11.95
2011-10-13,12,12.75
2011-10-14,12.8,12.5
2011-10-17,12.7,12.85
2011-10-18,12.6,12.5
2011-10-19,12.65,12.55
2011-10-20,12.5,12.1
2011-10-21,12.05,12.1
2011-10-24,12.5,12.45
2011-10-25,12.45,12.4
2011-10-26,12.35,12.6
2011-10-27,12.6,12.9
2011-10-28,13.2,12.75
2011-10-31,12.75,12.5
2011-11-01,12.5,12.5
2011-11-02,12.3,12.35
2011-11-03,12.35,12.2
2011-11-04,12.4,12.5
2011-11-07,12.6,12.85
2011-11-08,13,12.6
2011-11-09,12.65,12.45
2011-11-10,12.3,12
2011-11-11,12.1,12.05
2011-11-14,12.3,12.2
2011-11-15,12.4,12.15
2011-11-16,12.25,11.85
2011-11-17,11.6,11.7
2011-11-18,11.55,11.5
2011-11-21,11.5,11.1
2011-11-22,10.8,11.1
2011-11-23,11.1,10.6
2011-11-24,10.5,10.8
2011-11-25,11,11.2
2011-11-28,11.3,11.3
2011-11-29,11.45,11.5
2011-11-30,11.5,11.5
2011-12-01,11.85,12
2011-12-05,11.7,11.6
2011-12-06,11.5,11.35
2011-12-07,11.4,11.35
2011-12-08,11.35,11.1
2011-12-09,11,10.7
2011-12-12,11,10.85
2011-12-13,10.8,10.65
2011-12-14,10.6,11
2011-12-15,11,10.65
2011-12-16,10.7,10.7
2011-12-19,10.7,10.15
2011-12-21,10.8,10.85
2011-12-22,10.9,10.7
2011-12-23,10.8,11.1
2011-12-26,11.1,10.9
2011-12-27,10.9,11.3
2011-12-28,11.4,12.05
2011-12-29,12.1,12.1
2011-12-30,12.2,12.1
2012-01-02,12.1,11.8
2012-01-03,11.9,12.6
2012-01-04,12.6,12.7
2012-01-06,13.35,13
2012-01-09,13,13.3
2012-01-10,13.5,13.4
2012-01-11,13.4,13.3
2012-01-12,13.1,12.95
2012-01-13,13.15,12.75
2012-01-16,13,12.55
2012-01-17,12.55,12.7
2012-01-18,12.65,12.25
2012-01-30,12.55,12.65
2012-01-31,12.65,13
2012-02-01,13.15,13.9
2012-02-02,14.35,14.85
2012-02-03,15.35,15.85
2012-02-06,15.6,15.5
2012-02-07,15.5,16
2012-02-08,16.1,16.4
2012-02-09,16.4,16.2
2012-02-10,16.45,16.25
2012-02-13,16.6,17.35
2012-02-14,17.45,16.85
2012-02-15,17.1,17.3
2012-02-16,17.2,16.55
2012-02-17,17,16.3
2012-02-20,16.4,16.7
2012-02-21,16.75,16.7
2012-02-22,16.6,16.85
2012-02-23,16.95,16.6
2012-02-24,16.6,16.45
2012-02-29,16.6,17.1
2012-03-01,17.4,17.9
2012-03-02,18.05,17.6
2012-03-05,17.55,17
2012-03-06,16.8,16.65
2012-03-07,16.25,16.35
2012-03-08,16.4,17
2012-03-09,17.1,16.7
2012-03-12,16.7,16.45
2012-03-14,16.9,17.2
2012-03-15,17.3,17.05
2012-03-16,17.4,17.15
2012-03-19,17.45,17.15
2012-03-20,17.2,16.7
2012-03-21,16.55,16.7
2012-03-22,16.8,16.6
2012-03-23,16.6,16.55
2012-03-26,16.7,16.45
2012-03-27,16.6,16.35
2012-03-28,16.35,16.45
2012-03-29,16.45,15.65
2012-03-30,15.3,15.75
2012-04-03,15.85,15.25
2012-04-05,14.8,15.65
2012-04-06,15.7,15.8
2012-04-09,15.5,16.05
2012-04-10,16.15,15.5
2012-04-11,15.2,15.2
2012-04-12,15.2,14.6
2012-04-13,14.7,14.35
2012-04-16,14.2,13.9
2012-04-17,13.9,13
2012-04-18,13.2,12.8
2012-04-19,12.85,13.15
2012-04-20,13.2,12.8
2012-04-23,12.9,12.85
2012-04-24,12.85,12.9
2012-04-25,12.95,12.9
2012-04-26,12.9,12.9
2012-04-27,13.1,12.5
2012-04-30,12.5,12.4
2012-05-02,12.3,12.55
2012-05-03,12.55,12.55
2012-05-04,12.55,13.4
2012-05-07,13.45,13.15
2012-05-08,13.3,13.4
2012-05-09,13.5,13.45
2012-05-10,13.8,13.65
2012-05-11,13.65,13.05
2012-05-14,13.1,12.7
2012-05-15,12.5,12.3
2012-05-16,12.3,11.85
2012-05-17,12,12.1
2012-05-18,11.8,11.5
2012-05-21,11.55,11.6
2012-05-22,11.7,11.9
2012-05-23,11.75,11.8
2012-05-24,12,11.55
2012-05-25,11.65,11.65
2012-05-28,11.75,11.8
2012-05-29,11.9,12.55
2012-05-30,12.5,12.2
2012-05-31,11.9,12.35
2012-06-01,12.2,12
2012-06-04,11.7,11.45
2012-06-05,11.75,11.7
2012-06-06,11.9,11.8
2012-06-07,11.95,11.95
2012-06-08,11.95,11.95
2012-06-12,11.95,12.1
2012-06-13,12.2,12.05
2012-06-14,12.1,12.1
2012-06-15,12.1,12.25
2012-06-18,12.65,12.75
2012-06-19,12.65,12.65
2012-06-20,12.9,12.9
2012-06-21,12.9,12.9
2012-06-22,12.9,13
2012-06-25,13.05,13.15
2012-06-26,13,12.75
2012-06-27,12.75,13.25
2012-06-28,13.35,13
2012-06-29,13.05,13.35
2012-07-02,13.4,13.3
2012-07-03,13.3,13.3
2012-07-04,13.45,13.55
2012-07-05,13.55,13.55
2012-07-06,13.55,13.45
2012-07-09,13.15,13.25
2012-07-10,13.4,13.15
2012-07-11,13.15,13.1
2012-07-12,13.1,12.95
2012-07-13,12.95,12.9
2012-07-16,13,13.2
2012-07-17,13.3,13.4
2012-07-18,13.4,13
2012-07-19,13.15,12.95
2012-07-20,12.9,12.95
2012-07-23,12.8,12.2
2012-07-24,12.1,11.95
2012-07-25,11.7,11.8
2012-07-26,12,11.9
2012-07-27,12.15,12.2
2012-07-30,12.2,12.1
2012-07-31,12.1,12.3
2012-08-01,12.3,12.6
2012-08-03,12.5,12.55
2012-08-06,12.8,13
2012-08-07,13.1,13
2012-08-08,13.1,13
2012-08-09,13,13.2
2012-08-10,13.2,13.15
2012-08-13,13.2,13.15
2012-08-14,13.15,13
2012-08-16,12.75,12.8
2012-08-17,12.7,12.8
2012-08-20,12.8,12.6
2012-08-21,12.65,12.6
2012-08-22,12.6,12.5
2012-08-23,12.45,12.5
2012-08-24,12.5,12.8
2012-08-27,12.8,12.65
2012-08-28,12.65,12.3
2012-08-29,12.3,12.35
2012-08-30,12.35,12.25
2012-09-03,11.95,12.2
2012-09-04,12.2,12.05
2012-09-05,12,11.8
2012-09-06,11.8,11.75
2012-09-07,11.9,11.8
2012-09-10,11.9,12
2012-09-11,12.1,11.95
2012-09-12,12.05,11.95
2012-09-13,12,11.9
2012-09-14,12,12
2012-09-17,12.1,12.5
2012-09-19,12.45,12.4
2012-09-20,12.5,12.5
2012-09-21,12.6,12.5
2012-09-24,12.5,12.3
2012-09-25,12.3,12.15
2012-09-26,12.1,12.1
2012-09-27,12.05,12.15
2012-09-28,12.2,12.2
2012-10-01,12.2,12
2012-10-02,12,12.1
2012-10-03,12.1,12
2012-10-04,12,12.25
2012-10-05,12.2,12.1
2012-10-09,12,11.9
2012-10-11,11.8,11.85
2012-10-12,11.9,11.85
2012-10-15,11.85,11.85
2012-10-16,11.9,11.9
2012-10-17,12,11.9
2012-10-18,12.05,12.2
2012-10-19,12.2,12.1
2012-10-22,11.9,12.1
2012-10-23,12.15,11.95
2012-10-24,11.9,11.9
2012-10-25,12,11.85
2012-10-26,11.8,11.1
2012-10-29,11.1,11.15
2012-10-31,11.3,11.4
2012-11-01,11.4,11.6
2012-11-02,11.6,11.55
2012-11-05,11.45,11.55
2012-11-06,11.6,11.55
2012-11-07,11.6,11.55
2012-11-08,11.45,11.55
2012-11-09,11.5,11.65
2012-11-12,11.7,11.7
2012-11-13,11.7,11.5
2012-11-14,11.5,11.45
2012-11-15,11.4,11.5
2012-11-16,11.5,11.4
2012-11-19,11.4,11.4
2012-11-20,11.5,11.45
2012-11-21,11.6,11.2
2012-11-22,11.2,11.25
2012-11-23,11.3,11.55
2012-11-26,11.65,11.9
2012-11-27,11.95,11.85
2012-11-28,11.75,11.7
2012-11-29,11.8,11.9
2012-11-30,11.9,12.25
2012-12-03,12.45,12.4
2012-12-04,12.35,12.5
2012-12-05,12.5,12.7
2012-12-06,12.75,12.5
2012-12-07,12.6,12.5
2012-12-10,12.55,12.4
2012-12-11,12.4,12.65
2012-12-12,12.75,12.75
2012-12-13,12.8,13.1
2012-12-14,13.1,12.85
2012-12-17,13.05,12.95
2012-12-18,13,13.05
2012-12-19,13.1,13.05
2012-12-20,13.1,13.25
2012-12-21,13.4,13
2012-12-24,13.25,13.05
2012-12-25,13.05,13.15
2012-12-26,13.2,13.35
2012-12-27,13.35,13.3
2012-12-28,13.5,13.9
2013-01-02,14,14.15
2013-01-03,14.35,14.25
2013-01-07,14.65,14.8
2013-01-08,14.6,14.7
2013-01-09,14.7,15.1
2013-01-10,15.25,15.45
2013-01-11,15.5,15.4
2013-01-14,15.2,14.85
2013-01-15,14.8,14.6
2013-01-16,14.65,14.7
2013-01-17,14.75,13.85
2013-01-18,14.1,14.45
2013-01-21,14.5,14.6
2013-01-22,14.6,14.4
2013-01-23,14.4,14.3
2013-01-24,14.2,14.2
2013-01-25,14.35,13.95
2013-01-28,13.95,13.85
2013-01-29,14,14
2013-01-30,14.1,14.2
2013-01-31,14.2,14.25
2013-02-01,14.2,14
2013-02-04,14,14
2013-02-05,13.9,13.85
2013-02-06,14,13.9
2013-02-18,14.05,13.9
2013-02-19,14,13.65
2013-02-20,13.9,14.6
2013-02-21,14.6,14.45
2013-02-22,14.45,14.3
2013-02-25,14.9,14.6
2013-02-26,14.4,14.25
2013-02-27,14.35,14.05
2013-03-01,14.1,14.4
2013-03-04,14.5,14.15
2013-03-05,14.2,14.2
2013-03-06,14.4,14.4
2013-03-08,14.45,14.85
2013-03-11,15,15.1
2013-03-12,15.1,14.65
2013-03-13,14.7,14.8
2013-03-14,14.8,14.55
2013-03-15,14.6,14.2
2013-03-19,14.1,14.1
2013-03-20,14.1,13.9
2013-03-21,13.9,13.9
2013-03-22,13.85,13.8
2013-03-25,13.95,14.1
2013-03-26,14.1,14
2013-03-27,14,13.9
2013-03-28,13.9,13.65
2013-03-29,13.65,13.85
2013-04-01,13.85,14
2013-04-02,14,14.05
2013-04-03,14.05,14.1
2013-04-08,13.5,13.3
2013-04-09,13.3,13.25
2013-04-10,13.25,13.2
2013-04-11,13.3,13.45
2013-04-12,13.6,13.45
2013-04-15,13.4,13.1
2013-04-16,12.95,13.25
2013-04-17,13.3,13.15
2013-04-18,13,13
2013-04-19,13,13.4
2013-04-22,13.4,13.2
2013-04-23,13.2,13.1
2013-04-24,13.2,13.3
2013-04-26,13.3,13.35
2013-04-29,13.35,13.15
2013-04-30,13.3,13.25
2013-05-02,13.2,13
2013-05-03,13,12.95
2013-05-06,13.05,12.85
2013-05-07,12.85,12.95
2013-05-08,12.95,13.25
2013-05-09,13.3,13.25
2013-05-10,13.25,13.25
2013-05-14,13.05,13.1
2013-05-15,13.1,13.1
2013-05-16,13.1,13
2013-05-17,12.9,12.9
2013-05-20,12.9,12.95
2013-05-21,13,13.05
2013-05-22,13.05,13.4
2013-05-23,13.35,13
2013-05-24,13,13
2013-05-27,13,12.95
2013-05-28,12.95,12.85
2013-05-29,12.85,12.9
2013-05-30,12.9,12.65
2013-05-31,12.8,12.8
2013-06-03,12.7,12.7
2013-06-04,12.7,12.4
2013-06-05,12.4,12.3
2013-06-06,12.3,12.05
2013-06-07,12.05,12.25
2013-06-10,12.25,12.3
2013-06-11,12.4,12.2
2013-06-13,12.45,12.3
2013-06-14,12.4,12.05
2013-06-17,12.05,12.2
2013-06-18,12.3,12.4
2013-06-19,12.5,12.7
2013-06-20,12.6,12.55
2013-06-21,12.4,12.4
2013-06-24,12.4,12.3
2013-06-25,12.3,12.15
2013-06-26,12.3,12.4
2013-06-27,12.4,12.3
2013-06-28,12.35,12.45
2013-07-01,12.5,12.4
2013-07-02,12.45,12.3
2013-07-03,12.35,12.25
2013-07-04,12.3,12.2
2013-07-05,12.3,12.25
2013-07-08,12.25,12.05
2013-07-09,12.1,12.2
2013-07-10,12.2,12.1
2013-07-11,12.3,12.6
2013-07-12,12.6,12.6
2013-07-15,12.55,12.65
2013-07-16,12.65,12.9
2013-07-17,12.95,12.95
2013-07-18,13.05,12.85
2013-07-19,12.9,12.7
2013-07-22,12.75,12.75
2013-07-23,12.85,12.85
2013-07-24,12.75,12.85
2013-07-25,12.85,12.7
2013-07-29,12.7,12.45
2013-07-30,12.45,12.45
2013-07-31,12.6,12.75
2013-08-01,12.9,12.8
2013-08-02,12.9,12.85
2013-08-05,12.9,13.1
2013-08-06,13.1,12.8
2013-08-07,12.8,12.8
2013-08-08,12.8,12.8
2013-08-09,12.85,12.9
2013-08-12,12.85,12.8
2013-08-13,12.8,12.75
2013-08-14,12.75,12.8
2013-08-15,12.8,12.8
2013-08-16,12.7,12.9
2013-08-19,12.9,13.4
2013-08-20,13.5,13.45
2013-08-22,13.45,13.5
2013-08-23,13.6,13.65
2013-08-26,13.75,13.4
2013-08-27,13.4,13.05
2013-08-28,13,13
2013-08-29,13,13.1
2013-08-30,13.15,13.1
2013-09-02,13.1,13.05
2013-09-03,13.05,13.1
2013-09-04,13.1,13
2013-09-05,13.1,13.5
2013-09-06,13.55,13.7
2013-09-09,13.7,13.8
2013-09-10,14,14
2013-09-11,14.1,14.15
2013-09-12,14.15,13.95
2013-09-13,14.05,13.65
2013-09-16,13.8,13.65
2013-09-17,13.65,13.65
2013-09-18,13.7,13.7
2013-09-23,13.75,13.7
2013-09-24,13.8,13.7
2013-09-25,13.85,13.85
2013-09-26,14,13.65
2013-09-27,13.65,13.75
2013-09-30,13.7,13.55
2013-10-01,13.6,13.7
2013-10-02,13.7,13.7
2013-10-04,13.85,13.8
2013-10-07,13.85,13.9
2013-10-08,13.9,13.85
2013-10-09,13.75,13.55
2013-10-11,13.65,13.25
2013-10-14,13.25,12.95
2013-10-15,13,13.15
2013-10-16,13.15,13.1
2013-10-17,13.2,13.1
2013-10-18,13.1,13.1
2013-10-22,13,13
2013-10-23,13.05,13.05
2013-10-24,13.05,12.95
2013-10-25,12.95,12.95
2013-10-28,13.05,13.15
2013-10-29,13.15,13.1
2013-10-30,13.1,13.1
2013-10-31,13.05,13.05
2013-11-01,13.1,13
2013-11-04,13,13.05
2013-11-05,13.15,12.9
2013-11-07,12.9,12.75
2013-11-08,12.75,12.4
2013-11-11,12.5,12.35
2013-11-12,12.4,12.35
2013-11-13,12.35,12.25
2013-11-14,12.35,12.35
2013-11-15,12.45,12.5
2013-11-18,12.55,12.4
2013-11-19,12.5,12.4
2013-11-20,12.45,12.4
2013-11-21,12.45,12.35
2013-11-25,12.7,12.9
2013-11-26,13,12.95
2013-11-27,13,12.95
2013-11-28,13,12.95
2013-11-29,13,13
2013-12-02,13.05,13
2013-12-03,12.9,12.8
2013-12-04,12.75,12.9
2013-12-05,12.9,12.8
2013-12-06,12.8,12.7
2013-12-09,12.9,12.8
2013-12-11,12.9,12.8
2013-12-12,12.8,12.75
2013-12-13,12.7,12.8
2013-12-16,12.8,13
2013-12-17,13.05,12.95
2013-12-18,13,13
2013-12-19,13.1,13.05
2013-12-20,13.1,13.1
2013-12-23,13.1,13.25
2013-12-24,13.4,13.5
2013-12-25,13.6,13.85
2013-12-27,13.85,13.9
